Node_type,ID,Description,Label,Reference_Count,First_Apperance,Last_Apperance,Confidence,_context
PERSON,PER_EGLERIO,[N/A],Eglerio,16,"Book 6, Chapter 4","Book 6, Chapter 4",0.76,"and spears were shaken, and horns and trumpets sang, and men cried with many voices and in many tongues: _'Long live the Halflings! Praise them with great praise! Cuio i Pheriain anann! Aglar'ni Pheriannath! Praise them with great praise, Frodo and Samwise! Daur a Berhael, Conin en AnnÃ»n! Eglerio! Praise"
PERSON,PER_CORMACOLINDOR,[N/A],Cormacolindor,6,"Book 6, Chapter 4","Book 6, Chapter 4",0.79,"and in many tongues: _'Long live the Halflings! Praise them with great praise! Cuio i Pheriain anann! Aglar'ni Pheriannath! Praise them with great praise, Frodo and Samwise! Daur a Berhael, Conin en AnnÃ»n! Eglerio! Praise them! Eglerio! A laita te, laita te! Andave laituvalmet! Praise them! Cormacolindor, a laita tÃ¡rienna!"
ORGANIZATION,ORG_THE_RING-BEARERS,[N/A],The Ring-Bearers,9,"Book 6, Chapter 4","Book 6, Chapter 9",0.59,"them! Eglerio! A laita te, laita te! Andave laituvalmet! Praise them! Cormacolindor, a laita tÃ¡rienna! Praise them! The Ring-bearers, praise them with great praise!'_ And so the red blood blushing in their faces and their eyes shining with wonder, Frodo and Sam went forward and saw that amidst the clamorous"
ORGANIZATION,ORG_YE_SONS_OF_ELROND,[N/A],Ye Sons Of Elrond,8,"Book 6, Chapter 4","Book 6, Chapter 4",0.72,"and complete satisfaction and pure joy, a minstrel of Gondor stood forth, and knelt, and begged leave to sing. And behold! he said: 'Lo! lords and knights and men of valour unashamed, kings and princes, and fair people of Gondor, and Riders of Rohan, and ye sons of Elrond, and"
ORGANIZATION,ORG_GREATHEARTS_OF_THE_SHIRE,[N/A],Greathearts Of The Shire,5,"Book 6, Chapter 4","Book 6, Chapter 4",0.53,"and knights and men of valour unashamed, kings and princes, and fair people of Gondor, and Riders of Rohan, and ye sons of Elrond, and DÃºnedain of the North, and Elf and Dwarf, and greathearts of the Shire, and all free folk of the West, now listen to my lay."
PERSON,PER_MY_ELVEN-LORD,[N/A],My Elven-Lord,2,"Book 6, Chapter 4","Book 6, Chapter 4",0.58,"'shall walk in the woods of this fair land, which is rest enough. In days to come, if my Elven-lord allows, some of our folk shall remove hither; and when we come it shall be blessed, for a while. For a while: a month, a life, a hundred years of"
LOCATION,LOC_LAST_SHORE,[N/A],Last Shore,6,"Book 6, Chapter 4","Book 6, Chapter 4",0.62,"gone before me? I will leave, I will leave the woods that bore me; For our days are ending and our years failing. I will pass the wide waters lonely sailing. Long are the waves on the Last Shore falling, Sweet are the voices in the Lost Isle calling, In"
LOCATION,LOC_LOST_ISLE,[N/A],Lost Isle,7,"Book 6, Chapter 4","Book 6, Chapter 4",0.67,"gone before me? I will leave, I will leave the woods that bore me; For our days are ending and our years failing. I will pass the wide waters lonely sailing. Long are the waves on the Last Shore falling, Sweet are the voices in the Lost Isle calling, In"
PERSON,PER_THE_HEALER,[N/A],The Healer,3,"Book 6, Chapter 5","Book 6, Chapter 5",0.57,"in battle may come to us all yet, willing or unwilling. You will be better prepared to face it in your own manner, if while there is still time you do as the Healer commanded. You and I, we must endure with patience the hours of waiting.' She did not"
PERSON,PER_GREAT_LORD,[N/A],Great Lord,3,"Book 6, Chapter 5","Book 6, Chapter 5",0.53,"and men say that the new captain out of the North is their chief. A great lord is that, and a healer; and it is a thing passing strange to me that the healing hand should also wield the sword. It is not thus in Gondor now, though once it"
PERSON,PER_LORD_HÃºRIN,[N/A],Lord Hãºrin,10,"Book 6, Chapter 5","Book 6, Chapter 5",0.71,"shook his head. After a pause she turned to him again. 'Is there no deed to do?' she said. 'Who commands in this City?' 'I do not rightly know,' he answered. 'Such things are not my care. There is a marshal over the Riders of Rohan; and the Lord HÃºrin,"
LOCATION,LOC_NÃºMENOR,[N/A],Nãºmenor,13,"Book 6, Chapter 5","Book 6, Chapter 5",0.57,"and they felt the walls of the City quiver. A sound like a sigh went up from all the lands about them; and their hearts beat suddenly again. 'It reminds me of NÃºmenor,' said Faramir, and wondered to hear himself speak. 'Of NÃºmenor?' said Ã‰owyn. 'Yes,' said Faramir, 'of the"
ORGANIZATION,ORG_YE_PEOPLE_OF_THE_TOWER_OF_GUARD,[N/A],Ye People Of The Tower Of Guard,11,"Book 6, Chapter 5","Book 6, Chapter 5",0.67,"and he bore tidings beyond hope from the Lords of the West, crying: _Sing now, ye people of the Tower of Anor, for the Realm of Sauron is ended for ever, and the Dark Tower is thrown down. Sing and rejoice, ye people of the Tower of Guard, for your"
ORGANIZATION,ORG_HÃºRIN_WARDEN_OF_THE_KEYS,[N/A],Hãºrin Warden Of The Keys,8,"Book 6, Chapter 5","Book 6, Chapter 5",0.55,"walls. As yet no gates had been set up again, but a barrier was laid across the entrance to the City, and there stood men at arms in silver and black with long swords drawn. Before the barrier stood Faramir the Steward, and HÃºrin Warden of the Keys, and other"
LOCATION,LOC_BLACK_COUNTRY,[N/A],Black Country,10,"Book 6, Chapter 5","Book 6, Chapter 5",0.76,"far country of the Halflings, where they are princes of great fame, it is said. I should know, for I had one to tend in the Houses. They are small, but they are valiant. Why, cousin, one of them went with only his esquire into the Black Country and fought"
PERSON,PER_ENDORENNA,[N/A],Endorenna,8,"Book 6, Chapter 5","Book 6, Chapter 5",0.58,"came over the Sea; and seven gems of adamant were set in the circlet, and upon its summit was set a single jewel the light of which went up like a flame. Then Aragorn took the crown and held it up and said: _Et EÃ¤rello Endorenna utÃºlien. Sinome maruvan ar"
ORGANIZATION,ORG_FELLOWSHIP_OF_THE_RING,[N/A],Fellowship Of The Ring,11,"Book 6, Chapter 5","Book 6, Chapter 6",0.61,"You shall come with me and keep your word; and thus we will journey on together to our own lands in Mirkwood and beyond.' To this Gimli agreed, though with no great delight, it seemed. 'Here then at last comes the ending of the Fellowship of the Ring,' said Aragorn."
ORGANIZATION,ORG_ELDER_KINDRED,[N/A],Elder Kindred,3,"Book 6, Chapter 5","Book 6, Chapter 5",0.58,"much must now pass away; and the power of the Three Rings also is ended. And all the lands that you see, and those that lie round about them, shall be dwellings of Men. For the time comes of the Dominion of Men, and the Elder Kindred shall fade or"
PERSON,PER_GALATHILION,[N/A],Galathilion,10,"Book 6, Chapter 5","Book 6, Chapter 5",0.8,"here is a scion of the Eldest of Trees! But how comes it here? For it is not itself yet seven years old.' And Gandalf coming looked at it, and said: 'Verily this is a sapling of the line of Nimloth the fair; and that was a seedling of Galathilion,"
PERSON,PER_DEAREST_FRIEND,[N/A],Dearest Friend,2,"Book 6, Chapter 6","Book 6, Chapter 6",0.59,"you wish to return to your own home. Well, dearest friend, the tree grows best in the land of its sires; but for you in all the lands of the West there will ever be a welcome. And though your people have had little fame in the legends of the"
PERSON,PER_YOUR_KINSMAN,[N/A],Your Kinsman,11,"Book 6, Chapter 6","Book 6, Chapter 6",0.62,"the power of that thing which is now destroyed; and all that was done by that power is now passing away. But your kinsman possessed this thing longer than you. He is ancient in years now, according to his kind; and he awaits you, for he will not again make"
LOCATION,LOC_MERETHROND,[N/A],Merethrond,10,"Book 6, Chapter 6","Book 6, Chapter 6",0.86,"'this will bring you aid.' In three days, as the King had said, Ã‰omer of Rohan came riding to the City, and with him came an _Ã©ored_ of the fairest knights of the Mark. He was welcomed; and when they sat all at table in Merethrond, the Great Hall of"
LOCATION,LOC_GREY_WOOD,[N/A],Grey Wood,9,"Book 6, Chapter 6","Book 6, Chapter 6",0.61,"of Ithilien, and many captains and knights. Never had any king of the Mark such company upon the road as went with ThÃ©oden Thengel's son to the land of his home. Without haste and at peace they passed into AnÃ³rien, and they came to the Grey Wood under Amon Dn;"
LOCATION,LOC_BARROWFIELD,[N/A],Barrowfield,2,"Book 6, Chapter 6","Book 6, Chapter 6",0.55,"a house of stone with his arms and many other fair things that he had possessed, and over him was raised a great mound, covered with green turves of grass and of white evermind. And now there were eight mounds on the east-side of the Barrowfield. Then the Riders of"
PERSON,PER_GLÃ©OWINE,[N/A],Glã©Owine,10,"Book 6, Chapter 6","Book 6, Chapter 6",0.65,"with green turves of grass and of white evermind. And now there were eight mounds on the east-side of the Barrowfield. Then the Riders of the King's House upon white horses rode round about the barrow and sang together a song of ThÃ©oden Thengel's son that GlÃ©owine his minstrel made,"
PERSON,PER_FRÃ©AWINE,[N/A],Frã©Awine,10,"Book 6, Chapter 6","Book 6, Chapter 6",0.6,"snow, and she bore a filled cup to Ã‰omer. Then a minstrel and loremaster stood up and named all the names of the Lords of the Mark in their order: Eorl the Young; and Brego builder of the Hall; and Aldor brother of Baldor the hapless; and FrÃ©a, and FrÃ©awine,"
PERSON,PER_GOLDWINE,[N/A],Goldwine,10,"Book 6, Chapter 6","Book 6, Chapter 6",0.88,"filled cup to Ã‰omer. Then a minstrel and loremaster stood up and named all the names of the Lords of the Mark in their order: Eorl the Young; and Brego builder of the Hall; and Aldor brother of Baldor the hapless; and FrÃ©a, and FrÃ©awine, and Goldwine, and DÃ©or, and"
PERSON,PER_DÃ©OR,[N/A],Dã©Or,9,"Book 6, Chapter 6","Book 6, Chapter 6",0.6,"filled cup to Ã‰omer. Then a minstrel and loremaster stood up and named all the names of the Lords of the Mark in their order: Eorl the Young; and Brego builder of the Hall; and Aldor brother of Baldor the hapless; and FrÃ©a, and FrÃ©awine, and Goldwine, and DÃ©or, and"
PERSON,PER_GRAM,[N/A],Gram,10,"Book 6, Chapter 6","Book 6, Chapter 6",0.89,"a minstrel and loremaster stood up and named all the names of the Lords of the Mark in their order: Eorl the Young; and Brego builder of the Hall; and Aldor brother of Baldor the hapless; and FrÃ©a, and FrÃ©awine, and Goldwine, and DÃ©or, and Gram; and Helm who lay"
PERSON,PER_FRÃ©ALAF,[N/A],Frã©Alaf,9,"Book 6, Chapter 6","Book 6, Chapter 6",0.75,"and Goldwine, and DÃ©or, and Gram; and Helm who lay hid in Helm's Deep when the Mark was overrun; and so ended the nine mounds of the west-side, for in that time the line was broken, and after came the mounds of the east-side: FrÃ©alaf, Helm s sister-son, and LÃ©ofa,"
PERSON,PER_LÃ©OFA,[N/A],Lã©Ofa,10,"Book 6, Chapter 6","Book 6, Chapter 6",0.77,"and Goldwine, and DÃ©or, and Gram; and Helm who lay hid in Helm's Deep when the Mark was overrun; and so ended the nine mounds of the west-side, for in that time the line was broken, and after came the mounds of the east-side: FrÃ©alaf, Helm s sister-son, and LÃ©ofa,"
PERSON,PER_WALDA,[N/A],Walda,9,"Book 6, Chapter 6","Book 6, Chapter 6",0.88,"Gram; and Helm who lay hid in Helm's Deep when the Mark was overrun; and so ended the nine mounds of the west-side, for in that time the line was broken, and after came the mounds of the east-side: FrÃ©alaf, Helm s sister-son, and LÃ©ofa, and Walda, and Folca, and"
PERSON,PER_FOLCA,[N/A],Folca,9,"Book 6, Chapter 6","Book 6, Chapter 6",0.87,"Gram; and Helm who lay hid in Helm's Deep when the Mark was overrun; and so ended the nine mounds of the west-side, for in that time the line was broken, and after came the mounds of the east-side: FrÃ©alaf, Helm s sister-son, and LÃ©ofa, and Walda, and Folca, and"
PERSON,PER_FOLCWINE,[N/A],Folcwine,9,"Book 6, Chapter 6","Book 6, Chapter 6",0.83,"hid in Helm's Deep when the Mark was overrun; and so ended the nine mounds of the west-side, for in that time the line was broken, and after came the mounds of the east-side: FrÃ©alaf, Helm s sister-son, and LÃ©ofa, and Walda, and Folca, and Folcwine, and Fengel, and Thengel,"
PERSON,PER_FENGEL,[N/A],Fengel,10,"Book 6, Chapter 6","Book 6, Chapter 6",0.91,"hid in Helm's Deep when the Mark was overrun; and so ended the nine mounds of the west-side, for in that time the line was broken, and after came the mounds of the east-side: FrÃ©alaf, Helm s sister-son, and LÃ©ofa, and Walda, and Folca, and Folcwine, and Fengel, and Thengel,"
ORGANIZATION,ORG_MERIADOC_OF_THE_SHIRE,[N/A],Meriadoc Of The Shire,2,"Book 6, Chapter 6","Book 6, Chapter 6",0.52,"for they went up into the hills and there spoke long together, and bitter was their parting that should endure beyond the ends of the world. At the last before the guests set oat Ã‰omer and Ã‰owyn came to Merry, and they said: 'Farewell now, Meriadoc of the Shire and"
PERSON,PER_SCATHA_THE_WORM,[N/A],Scatha The Worm,66,"Book 6, Chapter 6","Book 6, Chapter 8",0.83,"horsemen riding in a line that wound about it from the tip to the mouth; and there were set runes of great virtue. 'This is an heirloom of our house,' said Ã‰owyn. 'It was made by the Dwarves, and came from the hoard of Scatha the Worm. Eorl the Young"
PERSON,PER_TREEGARTH,[N/A],Treegarth,3,"Book 6, Chapter 6","Book 6, Chapter 6",0.51,"living thing could they see far or near. But presently they heard a voice calling _hoom-hom_, _hoom-hom_; and there came Treebeard striding down the path to greet them with Quickbeam at his side. 'Welcome to the Treegarth of Orthanc!' he said. 'I knew that you were coming, but I was"
